Fecha Modificacion;Fecha Descarga;Cod. Puesto;Dotacion;Puesto;Cod. Departamento-Organismo Autonomo;Departamento-Organismo Autonomo;Cod. Centro Organico;Centro Organico;Cod. Centro Destino;Centro Destino;Categoria Retributiva;Perfil Linguistico;Fecha de Preceptividad;Importe retributivo
09/05/2016;09/03/2017;3565;1;TECNICO/A MEDIO ADMINISTRACION;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53010000000;DELEG.TERRITORIAL DE VIVIENDA-ARABA;1097;GOBIERNO VASCO - GASTEIZ, SAMANIEGO, 2 Y 6;10;3;;36.704,96
09/05/2016;09/03/2017;3457;7;AUXILIAR ADMINISTRATIVO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53020000000;DELEG.TERRITORIAL DE VIVIENDA-GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;4;2;;26.289,50
09/05/2016;09/03/2017;3457;8;AUXILIAR ADMINISTRATIVO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53020000000;DELEG.TERRITORIAL DE VIVIENDA-GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;4;2;;26.289,50
09/05/2016;09/03/2017;3458;4;ASESOR JURIDICO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53020000000;DELEG.TERRITORIAL DE VIVIENDA-GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;12;4;;41.910,58
09/05/2016;09/03/2017;3458;5;ASESOR JURIDICO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53020000000;DELEG.TERRITORIAL DE VIVIENDA-GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;12;4;31/03/2014;41.910,58
09/05/2016;09/03/2017;3565;2;TECNICO/A MEDIO ADMINISTRACION;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53020000000;DELEG.TERRITORIAL DE VIVIENDA-GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;10;3;;36.704,96
09/05/2016;09/03/2017;3001;9;LIMPIADOR/A;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;1;1;;22.155,70
09/05/2016;09/03/2017;3446;24;SUBALTERNO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;1;1;;22.155,70
09/05/2016;09/03/2017;3457;10;AUXILIAR ADMINISTRATIVO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;2;;26.289,50
09/05/2016;09/03/2017;3457;9;AUXILIAR ADMINISTRATIVO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;2;;26.289,50
09/05/2016;09/03/2017;3458;6;ASESOR JURIDICO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;12;4;;41.910,58
09/05/2016;09/03/2017;3458;7;ASESOR JURIDICO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;12;4;;41.910,58
09/05/2016;09/03/2017;3458;8;ASESOR JURIDICO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;12;4;;41.910,58
09/05/2016;09/03/2017;3567;1;ADMINISTRATIVO/A GESTION;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53030000000;DELEG.TERRITORIAL DE VIVIENDA-BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;8;3;;32.422,88
09/05/2016;09/03/2017;3335;1;AYUDANTE DE LABORATORIO;5;MEDIO AMBIENTE, PLANIF.TERRI.Y VIVIENDA;53100000000;DIRECCION DE VIVIENDA, INNOVAC.Y CONTROL;812;LABORATORIO DE CONTROL DE CALIDAD DE LA DIR.ARQU;5;1;;27.557,48
09/05/2016;09/03/2017;3459;9;CONDUCTOR DE DEPARTAMENTO;6;HACIENDA Y ECONOMIA;60200000000;DIRECCION DE SERVICIOS;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;1;31/03/2014;29.041,18
09/05/2016;09/03/2017;3541;3;ADMINISTRATIVO/A B;7;EDUCACION;71200000000;DIRECCION DE GESTION DE PERSONAL;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;2;31/03/2014;29.041,18
09/05/2016;09/03/2017;3459;10;CONDUCTOR DE DEPARTAMENTO;7;EDUCACION;71400000000;DIR.DE REGIMEN JURIDICO Y SERVICIOS;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;1;;29.041,18
09/05/2016;09/03/2017;3459;11;CONDUCTOR DE DEPARTAMENTO;7;EDUCACION;71400000000;DIR.DE REGIMEN JURIDICO Y SERVICIOS;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;1;31/10/1991;29.041,18
;09/03/2017;3061;11;TECNICO DE MANTENIMIENTO;7;EDUCACION;72010000000;DELEGACION TERRITORIAL DE ARABA;3839;CPM JESUS GURIDI MKP;6;2;31/10/2017;29.041,18
09/05/2016;09/03/2017;3447;1;ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72010000000;DELEGACION TERRITORIAL DE ARABA;4018;IES EKIALDEA BHI;6;2;31/10/2004;29.041,18
09/05/2016;09/03/2017;3061;8;TECNICO DE MANTENIMIENTO;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);6;2;31/10/2013;29.041,18
09/05/2016;09/03/2017;3061;9;TECNICO DE MANTENIMIENTO;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);6;2;31/10/2013;29.041,18
09/05/2016;09/03/2017;3417;1;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;;;24.938,08
09/05/2016;09/03/2017;3417;10;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/12/2999;24.938,08
09/05/2016;09/03/2017;3417;11;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/10/2009;24.938,08
09/05/2016;09/03/2017;3417;2;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/03/2014;24.938,08
09/05/2016;09/03/2017;3417;4;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/03/2014;24.938,08
09/05/2016;09/03/2017;3417;8;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;;;24.938,08
09/05/2016;09/03/2017;3417;9;EMPLEADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/03/2004;24.938,08
09/05/2016;09/03/2017;3418;1;ENCARGADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);5;1;31/10/1997;27.557,48
09/05/2016;09/03/2017;3418;2;ENCARGADO COMEDOR COCINA C.E.E.;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);5;1;31/03/2014;27.557,48
09/05/2016;09/03/2017;3446;23;SUBALTERNO;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;1;1;31/03/2016;22.155,70
09/05/2016;09/03/2017;3447;6;ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4279;CEIP TALAIA HLHI;6;2;31/10/2003;29.041,18
09/05/2016;09/03/2017;3448;18;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;3778;IES MUTRIKU BHI;4;2;30/04/1999;26.289,50
09/05/2016;09/03/2017;3448;24;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4112;CIFP DON BOSCO LHII (RENTERIA);4;2;;26.289,50
09/05/2016;09/03/2017;3448;27;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;3891;IES HIRUBIDE BHI;4;2;;26.289,50
09/05/2016;09/03/2017;3448;5;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;3945;CIFP MONTE ALBERTIA LHII;4;2;31/10/2008;26.289,50
09/05/2016;09/03/2017;3449;1;TECNICO DE GESTION A CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;3988;IES UROLA IKASTOLA AZKOITIA-AZPEITIA BHI;10;3;30/04/1999;36.704,96
09/05/2016;09/03/2017;3449;2;TECNICO DE GESTION A CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4193;CEIP ELIZATXO IKASTOLA HLHI;10;3;;36.704,96
09/05/2016;09/03/2017;3449;3;TECNICO DE GESTION A CENTROS PUBLICOS;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4044;CEIP LANGILE IKASTOLA HLHI;10;3;30/04/1999;36.704,96
09/05/2016;09/03/2017;3464;1;AYUDANTE LAVANDERIA CEE;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/03/2014;24.938,08
09/05/2016;09/03/2017;3464;2;AYUDANTE LAVANDERIA CEE;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/10/2006;24.938,08
09/05/2016;09/03/2017;3464;3;AYUDANTE LAVANDERIA CEE;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;;24.938,08
09/05/2016;09/03/2017;3544;1;VIGILANTE NOCTURNO/A;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;31/10/1992;24.938,08
09/05/2016;09/03/2017;3544;2;VIGILANTE NOCTURNO/A;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);3;1;;24.938,08
09/05/2016;09/03/2017;3545;1;JEFE/A CONSERVACION;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);8;1;31/03/2008;32.422,88
09/05/2016;09/03/2017;3557;1;ARQUITECTO/A TECNICO;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;11;3;31/03/2014;39.197,10
09/05/2016;09/03/2017;3559;1;JEFE/A COCINA-COMEDOR;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;4058;COMPLEJO EDUCATIVO EIBAR (ADMINISTRACION);8;1;31/10/2010;32.422,88
09/05/2016;09/03/2017;3568;1;ADMINISTRATIVO/A GENERAL;7;EDUCACION;72020000000;DELEGACION TERRITORIAL DE GIPUZKOA;156;GOBIERNO VASCO - DONOSTIA, ANDIA, 13;5;2;31/03/2016;27.557,48
09/05/2016;09/03/2017;3448;30;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;4330;CEIP ARIZKO IKASTOLA HLHI;4;2;30/04/1999;26.289,50
09/05/2016;09/03/2017;3448;35;AUXILIAR ADMINISTRATIVO CENTROS PUBLICOS;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;4344;IES LUIS BRIÑAS-SANTUTXU BHI;4;2;30/04/1999;26.289,50
09/05/2016;09/03/2017;3455;3;AUXILIAR ADMINISTRATIVO;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;2;;27.557,48
09/05/2016;09/03/2017;3455;4;AUXILIAR ADMINISTRATIVO;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;2;;27.557,48
09/05/2016;09/03/2017;3457;4;AUXILIAR ADMINISTRATIVO;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;2;;26.289,50
09/05/2016;09/03/2017;3457;5;AUXILIAR ADMINISTRATIVO;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;4;2;;26.289,50
09/05/2016;09/03/2017;3568;2;ADMINISTRATIVO/A GENERAL;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;2;;27.557,48
09/05/2016;09/03/2017;3568;4;ADMINISTRATIVO/A GENERAL;7;EDUCACION;72030000000;DELEGACION TERRITORIAL DE BIZKAIA;755;GOBIERNO VASCO - BILBAO, GRAN VIA, 85;5;2;;27.557,48
09/05/2016;09/03/2017;3347;2;LIMPIADOR/A;8;SALUD;81010000000;DIRECCION TERRITORIAL DE ARABA;108;DIRECCION TERRITORIAL DE SANIDAD (A);1;1;;22.155,70
09/05/2016;09/03/2017;3353;1;OFICIAL DE PRIMERA;8;SALUD;81030000000;DIRECCION TERRITORIAL DE BIZKAIA;334;SANIDAD BILBAO;6;1;;29.041,18
09/05/2016;09/03/2017;3347;4;LIMPIADOR/A;8;SALUD;81050000000;DIRECCION TERRITORIAL DE GIPUZKOA;697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;1;;22.155,70
09/05/2016;09/03/2017;3347;6;LIMPIADOR/A;8;SALUD;81050000000;DIRECCION TERRITORIAL DE GIPUZKOA;697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;1;;22.155,70
09/05/2016;09/03/2017;3347;7;LIMPIADOR/A;8;SALUD;81050000000;DIRECCION TERRITORIAL DE GIPUZKOA;697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;1;31/03/2014;22.155,70
09/05/2016;09/03/2017;3347;9;LIMPIADOR/A;8;SALUD;81050000000;DIRECCION TERRITORIAL DE GIPUZKOA;697;GOBIERNO VASCO - DONOSTIA, SANCHO EL SABIO, 35;1;1;;22.155,70
09/05/2016;09/03/2017;3347;18;LIMPIADOR/A;8;SALUD;81100000000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;731;LABORATORIO NORMATIVO SANIDAD BIZKAIA;1;1;;22.155,70
09/05/2016;09/03/2017;3347;19;LIMPIADOR/A;8;SALUD;81100000000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;731;LABORATORIO NORMATIVO SANIDAD BIZKAIA;1;1;31/03/2014;22.155,70
09/05/2016;09/03/2017;3347;21;LIMPIADOR/A;8;SALUD;81100000000;DIRECCION DE SALUD PUBLICA Y ADICCIONES;731;LABORATORIO NORMATIVO SANIDAD BIZKAIA;1;1;31/03/2014;22.155,70
09/05/2016;09/03/2017;3459;13;CONDUCTOR DE DEPARTAMENTO;9;TURISMO, COMERCIO Y CONSUMO;90100000000;DIRECCION DE SERVICIOS;117;GOBIERNO VASCO - SEDE VITORIA-GASTEIZ;6;1;31/03/2014;29.041,18
09/05/2016;09/03/2017;3446;25;SUBALTERNO;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10013;ARCHIVO HISTORICO PROVINCIAL DE ALAVA;1;1;31/03/2012;22.155,70
09/05/2016;09/03/2017;3446;26;SUBALTERNO;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10013;ARCHIVO HISTORICO PROVINCIAL DE ALAVA;1;1;31/03/2013;22.155,70
09/05/2016;09/03/2017;3446;27;SUBALTERNO;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10012;ARCHIVO HISTORICO PROVINCIAL DE BIZKAIA;1;1;31/03/2012;22.155,70
09/05/2016;09/03/2017;3446;28;SUBALTERNO;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10012;ARCHIVO HISTORICO PROVINCIAL DE BIZKAIA;1;1;31/03/2012;22.155,70
09/05/2016;09/03/2017;3581;1;TCO/A REPROGRAFIA (SUPERVISOR);10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10012;ARCHIVO HISTORICO PROVINCIAL DE BIZKAIA;9;3;;34.657,56
09/05/2016;09/03/2017;3582;1;TECNICO/A REPROGRAFIA;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10013;ARCHIVO HISTORICO PROVINCIAL DE ALAVA;8;3;;32.422,88
09/05/2016;09/03/2017;3582;2;TECNICO/A REPROGRAFIA;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10012;ARCHIVO HISTORICO PROVINCIAL DE BIZKAIA;8;3;;32.422,88
09/05/2016;09/03/2017;3583;1;RESTAURADOR/A DOCUMENTOS GRAFICOS;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10012;ARCHIVO HISTORICO PROVINCIAL DE BIZKAIA;11;3;;39.197,10
09/05/2016;09/03/2017;3584;1;ADMINISTRATIVO/A GENERAL;10;CULTURA Y POLITICA LINGÜISTICA;1,011E+11;DIRECCION DE PATRIMONIO CULTURAL;10011;ARCHIVO HISTORICO PROVINCIAL DE GIPUZKOA;6;3;;29.041,18
09/05/2016;09/03/2017;3053;2;ORDENANZA MANTENIMIENTO;10;CULTURA Y POLITICA LINGÜISTICA;1,013E+11;DIRECCION DE DEPORTES;167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);2;1;31/03/2007;23.612,82
09/05/2016;09/03/2017;3476;1;RESPONSABLE MEDICO;10;CULTURA Y POLITICA LINGÜISTICA;1,013E+11;DIRECCION DE DEPORTES;167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);15;4;31/03/2000;52.863,90
09/05/2016;09/03/2017;3476;2;RESPONSABLE MEDICO;10;CULTURA Y POLITICA LINGÜISTICA;1,013E+11;DIRECCION DE DEPORTES;167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);15;4;31/10/2004;52.863,90
09/05/2016;09/03/2017;3477;1;GESTOR TECNICO DEPORTIVO;10;CULTURA Y POLITICA LINGÜISTICA;1,013E+11;DIRECCION DE DEPORTES;167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);13;3;31/03/2000;45.253,08
09/05/2016;09/03/2017;3478;1;RESPONSABLE LABORATORIO CPT;10;CULTURA Y POLITICA LINGÜISTICA;1,013E+11;DIRECCION DE DEPORTES;167;CENTRO DE PERFECCIONAMIENTO TECNICO (GETXO);15;4;31/03/2000;52.863,90
09/05/2016;09/03/2017;3203;1;JEFE/A AREA DOCUMENTACION Y ANALISIS;11;SEGURIDAD;1,102E+11;DIRECCION DE COMUNICACION;333;GOBIERNO VASCO - BILBAO, GRAN VIA, 81;15;3;;50.175,72
09/05/2016;09/03/2017;3249;1;AUXILIAR ADMINISTRATIVO/A B;11;SEGURIDAD;1,102E+11;DIRECCION DE COMUNICACION;333;GOBIERNO VASCO - BILBAO, GRAN VIA, 81;5;2;;26.857,32
09/05/2016;09/03/2017;3282;1;TECNICO/A IMAGEN ANALOGICA-DIGITAL;11;SEGURIDAD;1,102E+11;DIRECCION DE COMUNICACION;322;SEDE DE INTERIOR-ERANDIO;9;2;31/12/2017;33.094,60
09/05/2016;09/03/2017;3142;3;TECNICO/A MEDIO ADMINISTRACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;10;2;31/12/2017;35.330,96
09/05/2016;09/03/2017;3168;4;JEFE/A DE COCINA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;3659;UNIDAD DE PROTECCION;9;1;;33.094,60
09/05/2016;09/03/2017;3189;1;JEFE/A DIVISION PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;99;3;31/12/2014;65.719,36
09/05/2016;09/03/2017;3198;1;JEFE/A AREA APROVISIONAMIENTO Y ADMINIST;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;3;31/10/1994;59.042,62
09/05/2016;09/03/2017;3200;1;JEFE/A AREA CONTABILIDAD Y PRESUPUESTOS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;3;31/12/2017;59.042,62
09/05/2016;09/03/2017;3201;1;JEFE/A AREA CONTRATACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;16;3;31/12/2017;54.664,82
09/05/2016;09/03/2017;3202;1;JEFE/A AREA DESARROLLO Y APLICACIONES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;3;;59.042,62
09/05/2016;09/03/2017;3204;1;JEFE/A AREA TALLERES PARQUE MOVIL;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;16;3;31/12/2017;54.664,82
09/05/2016;09/03/2017;3205;1;JEFE/A AREA ESTUDIOS Y PROYECTOS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;3;;59.042,62
09/05/2016;09/03/2017;3208;1;JEFE/A AREA INSTALACIONES Y SEGURIDAD;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;17;3;;59.042,62
09/05/2016;09/03/2017;3209;1;JEFE/A AREA GESTION SUMINISTROS Y SERVIC;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;16;3;31/03/2014;54.664,82
09/05/2016;09/03/2017;3214;1;JEFE/A AREA SISTEMAS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;15;3;;50.175,72
09/05/2016;09/03/2017;3218;1;JEFE/A SECCION SISTEMAS HORIZONTALES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3220;1;JEFE/A SECCION CENTROS COORDINACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/10/1994;46.567,92
09/05/2016;09/03/2017;3222;1;JEFE/A SECCION MANTENIMIENTO CONSTRUCCIO;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3223;1;JEFE/A SECCION CONTRATACION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/12/2017;46.567,92
09/05/2016;09/03/2017;3224;1;JEFE/A SECCION APROVISIONAMIENTO Y COMPR;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;31/12/2014;46.567,92
09/05/2016;09/03/2017;3226;1;JEFE/A SECCION CONSTRUCCION;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3228;1;JEFE/A SECCION GESTION ECONOMICA;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;31/12/2017;43.049,02
09/05/2016;09/03/2017;3230;1;JEFE/A SECCION OFICINA TECNICA MANTENIMI;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;13;3;31/03/2014;43.049,02
09/05/2016;09/03/2017;3231;1;JEFE/A SECCION TECNICA TALLERES;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
09/05/2016;09/03/2017;3233;1;JEFE/A SECCION PROYECTOS TECNICOS;11;SEGURIDAD;1,111E+11;DIR.GESTION ECONOMICA Y RECURSOS GRALES.;322;SEDE DE INTERIOR-ERANDIO;14;3;;46.567,92
