Nombre Apellidos,Cargo Publico,Retribuciones2014Retribuciones2015,Fecha Inicio Relacion,Fecha Fin Relacion,Id_Dpto,Departamento,Id_Organo,Organo,Id_Centro_Organico,Centro Organico,Fecha Actualizacion
Mª TERESA ASTIGARRAGA GOENAGA,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7241597,04/03/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,22/06/2016
MIREN ARANTZA AURREKOETXEA BILBAO,VICECONSEJERO/A,8101353,19/12/2012,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6200000,VICECONSEJERIA DE EDUCACION,30/11/2015
MIREN ARANTZA AURREKOETXEA BILBAO,VICECONSEJERO/A,8111497,19/12/2012,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6200000,VICECONSEJERIA DE EDUCACION,22/06/2016
JOSE ANTONIO AUSIN UNZURRUNZAGA,TITULAR ORGANO ADMINISTRATIVO,6898020,04/06/2011,,5,05  HACIENDA Y FINANZAS,51,OARC Organo Administrativo de Recursos Contractuales de la CAE,51000000,Organo Administrativo de Recursos Contractuales de la CAE,30/11/2015
JOSE ANTONIO AUSIN UNZURRUNZAGA,TITULAR ORGANO ADMINISTRATIVO,7338568,04/06/2011,,5,05  HACIENDA Y FINANZAS,51,OARC Organo Administrativo de Recursos Contractuales de la CAE,51000000,ORGANO ADMINISTRATIVO DE RECURSOS CONTRACTUALES DE LA CAE,22/06/2016
LEANDRO AZCUE MUGICA,DIRECTOR/A,6708704,04/01/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3430000,DIRECCION DE PESCA Y ACUICULTURA,30/11/2015
LEANDRO AZCUE MUGICA,DIRECTOR/A,6708702,04/01/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3430000,DIRECCION DE PESCA Y ACUICULTURA,22/06/2016
JOKIN AZCUE MUGICA,DIRECTOR/A,7216682,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6520000,DIRECCION DE PROMOCION DEL EUSKERA,30/11/2015
JOKIN AZCUE MUGICA,DIRECTOR/A,7308437,10/01/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6520000,DIRECCION DE PROMOCION DEL EUSKERA,22/06/2016
LAURA BACIGALUPE ARTACHO,DIRECTOR/A DE PERSONAL GR3,6283352,01/11/2007,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60135000,ORGANIZACION SANITARIA INTEGRADA ALTO DEBA,30/11/2015
LAURA BACIGALUPE ARTACHO,DIRECTOR/A DE PERSONAL GR3,6389374,01/11/2007,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60135000,ORGANIZACION SANITARIA INTEGRADA ALTO DEBA,22/06/2016
JOSEBA JULEN BALLESTERO ZARRAGA,DIRECTOR/A GERENTE GR3,7532162,06/05/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60124000,ORGANIZACION SANITARIA INTEGRADA BARAKALDOSESTAO,30/11/2015
JOSEBA JULEN BALLESTERO ZARRAGA,DIRECTOR/A GERENTE GR3,7658028,06/05/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60124000,ORGANIZACION SANITARIA INTEGRADA BARAKALDOSESTAO,22/06/2016
JUAN JOSE BAªOS LOINAZ,DIRECTOR/A GENERAL,6762378,01/03/2013,,5,05  HACIENDA Y FINANZAS,159,Itelazpi SA,159010000,Itelazpi SA,30/11/2015
JUAN JOSE BAªOS LOINAZ,DIRECTOR/A GENERAL,6762378,01/03/2013,,5,05  HACIENDA Y FINANZAS,159,Itelazpi SA,159010000,DIRECCION GENERAL / GERENCIA,22/06/2016
JOSE IGNACIO BAªUELOS IBAªEZ,DIRECTOR/A,6708704,16/01/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9110000,DIRECCION DE SERVICIOS,30/11/2015
JOSE IGNACIO BAªUELOS IBAªEZ,DIRECTOR/A,6708702,16/01/2013,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9110000,DIRECCION DE SERVICIOS,22/06/2016
JUAN MARIA BARASORDA GOICOECHEA,DIRECTOR/A,7216682,27/12/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2310000,DIRECCION DE FUNCION PUBLICA,30/11/2015
JUAN MARIA BARASORDA GOICOECHEA,DIRECTOR/A,7375538,27/12/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2310000,DIRECCION DE FUNCION PUBLICA,22/06/2016
RICARDO BARCALA ZUMELZU,VICECONSEJERO/A,7867383,25/04/2013,12/06/2015,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4100000,VICECONSEJERIA DE EMPLEO Y TRABAJO,30/11/2015
RICARDO BARCALA ZUMELZU,VICECONSEJERO/A,3550552,25/04/2013,12/06/2015,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4100000,VICECONSEJERIA DE EMPLEO Y TRABAJO,22/06/2016
MIGUEL EDUARDO BARINAGA EREZUMA,DIRECTOR/A DE ETB,3425300,23/07/2014,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,161,Euskal TelebistaTelevision Vasca SA,161010000,Euskal TelebistaTelevision Vasca SA,30/11/2015
MIGUEL EDUARDO BARINAGA EREZUMA,DIRECTOR/A DE ETB,7755400,23/07/2014,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,161,Euskal TelebistaTelevision Vasca SA,161010000,DIRECCION,22/06/2016
AMAIA BARREDO MARTIN,DIRECTOR/A,6708704,25/04/2013,30/07/2015,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9220000,DIRECCION DE MEDIO NATURAL Y PLANIFICACION AMBIENTAL,30/11/2015
AMAIA BARREDO MARTIN,DIRECTOR/A,3896215,25/04/2013,30/07/2015,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9220000,DIRECCION DE MEDIO NATURAL Y PLANIFICACION AMBIENTAL,22/06/2016
LUIS BARREIRO ASUMENDI,DIRECTOR/A,6708704,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5010000,DIRECCION DE GABINETE Y COMUNICACION,30/11/2015
LUIS BARREIRO ASUMENDI,DIRECTOR/A,6718462,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5010000,DIRECCION DE GABINETE Y COMUNICACION,22/06/2016
Mª TERESA BARRENA SARACHAGA,DIRECTOR/A DE ENFERMERIA GR1,7056227,04/04/2000,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,30/11/2015
Mª TERESA BARRENA SARACHAGA,DIRECTOR/A DE ENFERMERIA GR1,7185886,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,22/06/2016
JOSE MARIA BARRUTIA LEGARRETA,DIRECTOR/A,7054356,22/02/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5310000,DIRECCION DE ECONOMIA Y PLANIFICACION,30/11/2015
JOSE MARIA BARRUTIA LEGARRETA,DIRECTOR/A,7075575,22/02/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5310000,DIRECCION DE ECONOMIA Y PLANIFICACION,22/06/2016
IGNACIO BASAªEZ ALFONSO,DIRECTOR/A,7147381,25/04/2013,,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4310000,DIRECCION DE VIVIENDA,30/11/2015
ALFONSO IGNACIO BASAªEZ ALFONSO,DIRECTOR/A,7270387,25/04/2013,,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4310000,DIRECCION DE VIVIENDA,22/06/2016
JUAN ANTONIO BASTERRA ALDEA,ASESOR/A COORDINACION Y PLANIFICACION ESTRATEGICA,7867383,19/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3000000,CONSEJERIA,30/11/2015
JUAN ANTONIO BASTERRA ALDEA,ASESOR/A COORDINACION Y PLANIFICACION ESTRATEGICA,7876493,19/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3000000,CONSEJERIA,22/06/2016
PEDRO LUIS BAZACO ATUCHA,VICECONSEJERO/A,8451494,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2100000,VICECONSEJERIA DE RELACIONES INSTITUCIONALES,30/11/2015
PEDRO LUIS BAZACO ATUCHA,VICECONSEJERO/A,8498630,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2100000,VICECONSEJERIA DE RELACIONES INSTITUCIONALES,22/06/2016
PATXI XABIER BAZTARRIKA GALPARSORO,VICECONSEJERO/A,8318061,27/12/2012,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6500000,VICECONSEJERIA DE POLITICA LINGUISTICA,30/11/2015
PATXI XABIER BAZTARRIKA GALPARSORO,VICECONSEJERO/A,8322038,27/12/2012,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6500000,VICECONSEJERIA DE POLITICA LINGUISTICA,22/06/2016
IªAKI BEITIA RUIZ DE ARBULO,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7216317,04/03/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,30/11/2015
IªAKI BEITIA RUIZ DE ARBULO,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7349482,04/03/2014,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,22/06/2016
SUSANA BELAUSTEGI ITUARTE,DIRECTOR/A DEL INSTITUTO VASCO DE INNOVACION SANITARIA,6708702,29/10/2013,,8,08  SALUD,107,BIOEF Fundacion Vasca de Innovacion e Investigacion Sanitarias,107000000,BIOEF Fundacion Vasca de Innovacion e Investigacion Sanitarias,30/11/2015
SUSANA BELAUSTEGI ITUARTE,DIRECTOR/A DEL INSTITUTO VASCO DE INVESTIGACION SANITARIA,6778072,29/10/2013,,8,08  SALUD,107,BIOEF Fundacion Vasca de Innovacion e Investigacion Sanitarias,107000000,DIRECCION GENERAL / GERENCIA,22/06/2016
YOLANDA BELDARRAIN SALABERRIA,DIRECTOR/A GENERAL,8667400,15/03/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,141,SGECR Sociedad Gestion del Capital Riesgo del Pais Vasco SA,141010000,SGECR Sociedad Gestion del Capital Riesgo del Pais Vasco SA,30/11/2015
YOLANDA BELDARRAIN SALABERRIA,DIRECTOR/A GENERAL,8667384,15/03/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,141,SGECR Sociedad Gestion del Capital Riesgo del Pais Vasco SA,141010000,DIRECCION GENERAL / GERENCIA,22/06/2016
JULIAN BELOKI GUERRA,DIRECTOR/A,6708704,19/04/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7020000,DIRECCION DE COMUNICACION,30/11/2015
JULIAN BELOKI GUERRA,DIRECTOR/A,6708702,19/04/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7020000,DIRECCION DE COMUNICACION,22/06/2016
ESTEFANIA BELTRAN DE HEREDIA ARRONIZ,CONSEJERO/A DEL DEPARTAMENTO,8693006,17/12/2012,,7,07  SEGURIDAD,7,Departamento de Seguridad,7000000,CONSEJERIA,30/11/2015
ESTEFANIA BELTRAN DE HEREDIA ARRONIZ ,CONSEJERO/A DEL DEPARTAMENTO,8705652,17/12/2012,,7,07  SEGURIDAD,7,Departamento de Seguridad,7000000,CONSEJERIA,22/06/2016
IRUNE BERASALUZE LAZKANO,DIRECTOR/A GENERAL,6708703,22/01/2013,,4,04  EMPLEO Y POLITICAS SOCIALES,158,Alokabide SA,158010000,Alokabide SA,30/11/2015
IRUNE BERASALUZE LAZKANO,DIRECTOR/A GENERAL,6708703,22/01/2013,,4,04  EMPLEO Y POLITICAS SOCIALES,158,Alokabide SA,158010000,DIRECCION GENERAL / GERENCIA,22/06/2016
BLAS BERMUDEZ HERNANDEZ,ASESOR/A EN COMUNICACIONES,6708704,11/02/2013,09/02/2015,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4000000,CONSEJERIA,30/11/2015
BLAS BERMUDEZ HERNANDEZ,ASESOR/A EN COMUNICACIONES,6708702,11/02/2013,09/02/2015,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4000000,CONSEJERIA,22/06/2016
BLAS BERMUDEZ HERNANDEZ,ASESOR/A EN COMUNICACIONES,6708702,10/02/2015,,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4000000,CONSEJERIA,22/06/2016
JUAN IGNACIO BERNARDO URQUIJO,DIRECTOR/A,6708704,19/12/2012,22/10/2015,1,01  LEHENDAKARITZA,1,Lehendakaritza,1010000,DIRECCION DE COMUNICACION,30/11/2015
JUAN IGNACIO BERNARDO URQUIJO,DIRECTOR/A,5437351,19/12/2012,22/10/2015,1,01  LEHENDAKARITZA,1,Lehendakaritza,1010000,DIRECCION DE COMUNICACION,22/06/2016
JUAN IGNACIO BERNARDO URQUIJO,ASESOR/A DE LA SECRETARIA GENERAL DE PRESIDENCIA,1279809,23/10/2015,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1100000,SECRETARIA GENERAL DE LA PRESIDENCIA,22/06/2016
IGNACIO BERRAONDO ZABALEGUI,DIRECTOR/A,7329566,10/01/2013,04/05/2015,8,08  SALUD,8,Departamento de Salud,8120000,DIRECCION DE ASEGURAMIENTO Y CONTRATACION SANITARIA,30/11/2015
IGNACIO BERRAONDO ZABALEGUI,DIRECTOR/A,2443188,10/01/2013,04/05/2015,8,08  SALUD,8,Departamento de Salud,8120000,DIRECCION DE ASEGURAMIENTO Y CONTRATACION SANITARIA,22/06/2016
IGNACIO JESUS BERRAONDO ZABALEGUI,DIRECTOR/A,4886376,05/05/2015,,8,08  SALUD,8,Departamento de Salud,8150000,DIRECCION DE PLANIFICACION ORDENACION Y EVALUACION SANITARIA,22/06/2016
ROMAN VALENTIN BERRIOZABAL AZPITARTE,ASESOR/A PLANIFICACION E INNOVACION SANITARIA,7176644,06/05/2013,,8,08  SALUD,8,Departamento de Salud,8000000,CONSEJERIA,30/11/2015
ROMAN VALENTIN BERRIOZABAL AZPITARTE,ASESOR/A PLANIFICACION E INNOVACION SANITARIA,7271882,06/05/2013,,8,08  SALUD,8,Departamento de Salud,8000000,CONSEJERIA,22/06/2016
JON IªAKI BETOLAZA SAN MIGUEL,DIRECTOR/A,7216682,10/01/2013,,8,08  SALUD,8,Departamento de Salud,8130000,DIRECCION DE FARMACIA,30/11/2015
JON IªAKI BETOLAZA SAN MIGUEL,DIRECTOR/A,7368630,10/01/2013,,8,08  SALUD,8,Departamento de Salud,8130000,DIRECCION DE FARMACIA,22/06/2016
JAVIER BIKANDI IRAZABAL,DIRECTOR/A,6708704,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2330000,DIRECCION DE ATENCION A LA CIUDADANIA E INNOVACION Y MEJORA DE LA ADMINISTRACION,30/11/2015
JAVIER BIKANDI IRAZABAL,DIRECTOR/A,6708702,19/04/2013,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,2,Departamento de Administracion Publica y Justicia,2330000,DIRECCION DE ATENCION A LA CIUDADANIA E INNOVACION Y MEJORA DE LA ADMINISTRACION,22/06/2016
LEYRE BILBAO ELGUEZABAL,DIRECTOR/A,6708704,25/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3110000,DIRECCION DE TECNOLOGIA Y ESTRATEGIA,30/11/2015
LEYRE BILBAO ELGUEZABAL,DIRECTOR/A,6708702,25/04/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,3,Departamento de Desarrollo Economico y Competitividad,3110000,DIRECCION DE TECNOLOGIA Y ESTRATEGIA,22/06/2016
JUAN MIGUEL BILBAO GARAY,VICECONSEJERO/A,8335323,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5400000,VICECONSEJERIA DE HACIENDA Y POLITICA FINANCIERA,30/11/2015
JUAN MIGUEL BILBAO GARAY,VICECONSEJERO/A,8359280,19/04/2013,,5,05  HACIENDA Y FINANZAS,5,Departamento de Hacienda y Finanzas,5400000,VICECONSEJERIA DE HACIENDA Y POLITICA FINANCIERA,22/06/2016
JOSE ANDRES BLASCO ALTUNA,VICECONSEJERO/A,4637167,13/06/2015,,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4100000,VICECONSEJERIA DE EMPLEO Y TRABAJO,22/06/2016
MARCO BORONAT ELIZALDE,DIRECTOR/A,234808,19/12/2014,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9320000,DIRECCION DE PLANIFICACION DEL TRANSPORTE,30/11/2015
MARCO BORONAT ELIZALDE,DIRECTOR/A,6943510,19/12/2014,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9320000,DIRECCION DE PLANIFICACION DEL TRANSPORTE,22/06/2016
ALEXANDER BOTO BASTEGIETA,DIRECTOR/A,2812487,31/07/2015,,9,09  MEDIO AMBIENTE Y POLITICA TERRITORIAL,9,Departamento de Medio Ambiente y Politica Territorial,9220000,DIRECCION DE MEDIO NATURAL Y PLANIFICACION AMBIENTAL,22/06/2016
JOSE MANUEL BUJANDA ARIZMENDI,DIRECTOR/A,7321036,25/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6010000,DIRECCION DE GABINETE DE LA CONSEJERA O CONSEJERO,30/11/2015
JOSE MANUEL BUJANDA ARIZMENDI,DIRECTOR/A,7398278,25/04/2013,,6,06  EDUCACION POLITICA LINGUISTICA Y CULTURA,6,Departamento de Educacion Politica Linguistica y Cultura,6010000,DIRECCION DE GABINETE DE LA CONSEJERA O CONSEJERO,22/06/2016
MIKEL BURZAKO SAMPER,DIRECTOR/A,6708704,01/02/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1130000,DIRECCION DE COORDINACION,30/11/2015
MIKEL BURZAKO SAMPER,DIRECTOR/A,6708702,01/02/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1130000,DIRECCION DE COORDINACION,22/06/2016
ANA JESUS BUSTINDUY BASCARAN,DIRECTOR/A DE INTEGRACION ASISTENCIAL GR1,7899338,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,22/06/2016
ANA JESUS BUSTINDUY BASCARAN,DIRECTOR/A MEDICO ATENCION PRIMARIA,6749593,18/10/2010,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60137000,ORGANIZACION SANITARIA INTEGRADA TOLOSALDEA,30/11/2015
ANDER CABALLERO BARTUREN,DELEGADO/A,12545279,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1270000,DELEGACION DE EUSKADI EN ESTADOS UNIDOS,30/11/2015
ANDER CABALLERO BARTUREN,DELEGADO/A,12634726,19/04/2013,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1270000,DELEGACION DE EUSKADI EN ESTADOS UNIDOS,22/06/2016
IªAKI CALONGE CRESPO,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7159874,30/11/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,30/11/2015
IªAKI CALONGE CRESPO,VOCAL COMISION JURIDICA ASESORA DE EUSKADI,7159874,30/11/2012,,2,02  ADMINISTRACION PUBLICA Y JUSTICIA,49,COJUAE Comision Juridica Asesora de Euskadi,49000000,COMISION JURIDICA ASESORA DE EUSKADI,22/06/2016
ANA ISABEL CALVO AGUIRRE,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA MEDICA GR3,6644396,01/02/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,30/11/2015
ANA ISABEL CALVO AGUIRRE,DIRECTOR/A DE COORDINACION ASISTENCIAL AREA MEDICA GR3,7321128,01/02/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60132000,ORGANIZACION SANITARIA INTEGRADA GOIERRIALTO UROLA,22/06/2016
Mª GUADALUPE CAMINO GARCIA,DIRECTOR/A,7287176,19/04/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7110000,DIRECCION DE GESTION ECONOMICA Y RECURSOS GENERALES,30/11/2015
Mª GUADALUPE CAMINO GARCIA,DIRECTOR/A,7438947,19/04/2013,,7,07  SEGURIDAD,7,Departamento de Seguridad,7110000,DIRECCION DE GESTION ECONOMICA Y RECURSOS GENERALES,22/06/2016
JUAN MIGUEL CAMPAYO PEREZ,DIRECTOR/A DE INTEGRACION ASISTENCIAL GR1,7804954,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60121000,ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES,22/06/2016
Mª PILAR CANEDO ARRILLAGA,PRESIDENTE/A AUTORIDAD VASCA DE LA COMPETENCIA,7867383,17/07/2012,,5,05  HACIENDA Y FINANZAS,54,Autoridad Vasca de la Competencia,54100000,PRESIDENCIA,30/11/2015
Mª PILAR CANEDO ARRILLAGA,PRESIDENTE/A AUTORIDAD VASCA DE LA COMPETENCIA,7867384,17/07/2012,,5,05  HACIENDA Y FINANZAS,54,Autoridad Vasca de la Competencia,54100000,PRESIDENCIA,22/06/2016
FRANCISCO JAVIER CARLOS DE BERGARA ETXEZARRETA,ASESOR/A DE POLITICAS SOCIALES,3391397,13/06/2015,01/11/2015,4,04  EMPLEO Y POLITICAS SOCIALES,4,Departamento de Empleo y Politicas Sociales,4000000,CONSEJERIA,22/06/2016
FRANCISCO JAVIER CARLOS DE BERGARA ETXEZARRETA,DIRECTOR/A,7252382,25/01/2013,12/06/2015,4,04  EMPLEO Y POLITICAS SOCIALES,53,LANBIDE Servicio Vasco de Empleo,53110000,DIRECCION DE SERVICIOS GENERALES,30/11/2015
FRANCISCO JAVIER CARLOS DE BERGARA ETXEZARRETA,DIRECTOR/A,2848346,25/01/2013,12/06/2015,4,04  EMPLEO Y POLITICAS SOCIALES,53,LANBIDE Servicio Vasco de Empleo,53110000,DIRECCION DE SERVICIOS GENERALES,22/06/2016
JUAN MANUEL CASTILLA ALBISU,DIRECTOR/A,5851481,17/02/2014,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1110000,DIRECCION DE GABINETE DE ESTUDIOS,30/11/2015
JUAN MANUEL CASTILLA ALBISU,DIRECTOR/A,857223,19/04/2013,16/02/2014,1,01  LEHENDAKARITZA,1,Lehendakaritza,1110000,DIRECCION DE GABINETE DE ESTUDIOS,30/11/2015
JUAN MANUEL CASTILLA ALBISU,DIRECTOR/A,6717160,17/02/2014,,1,01  LEHENDAKARITZA,1,Lehendakaritza,1110000,DIRECCION DE GABINETE DE ESTUDIOS,22/06/2016
JOSE MIGUEL CORRES ABASOLO,DIRECTOR/A GENERAL,7978534,21/02/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,137,Parque TecnologicoTeknologi Elkartegia SA,137010000,Parque TecnologicoTeknologi Elkartegia SA,30/11/2015
JOSE MIGUEL CORRES ABASOLO,DIRECTOR/A GENERAL,8754458,21/02/2013,,3,03  DESARROLLO ECONOMICO Y COMPETITIVIDAD,137,Parque TecnologicoTeknologi Elkartegia SA,137010000,DIRECCION GENERAL / GERENCIA,22/06/2016
JON DARPON SIERRA ,CONSEJERO/A DEL DEPARTAMENTO,8693006,17/12/2012,,8,08  SALUD,8,Departamento de Salud,8000000,CONSEJERIA,30/11/2015
JON DARPON SIERRA,CONSEJERO/A DEL DEPARTAMENTO,8705652,17/12/2012,,8,08  SALUD,8,Departamento de Salud,8000000,CONSEJERIA,22/06/2016
AMAYA DE ALLENDE ACHALANDABASO,DIRECTOR/A DE PERSONAL GR2,7361859,05/05/2014,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60122000,ORGANIZACION SANITARIA INTEGRADA BILBAOBASURTO,30/11/2015
AMAYA DE ALLENDE ACHALANDABASO,DIRECTOR/A DE PERSONAL GR2,7487023,05/05/2014,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60122000,ORGANIZACION SANITARIA INTEGRADA BILBAOBASURTO,22/06/2016
ANTONIO DE BLAS DE BLAS,DIRECTOR/A GERENTE ATENCION PRIMARIA,7815295,16/05/1999,,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60114000,COMARCA ARABA,30/11/2015
ANTONIO DE BLAS DE BLAS,DIRECTOR/A GERENTE ATENCION PRIMARIA,7896168,16/05/1999,31/12/2015,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60114000,COMARCA ARABA,22/06/2016
JUAN RAMON DE LA PUENTE PAGOLA,DIRECTOR/A DE PERSONAL GR1,7590884,01/11/2009,31/12/2014,8,08  SALUD,60,OSAKIDETZA  Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,30/11/2015
JUAN RAMON DE LA PUENTE PAGOLA,DIRECTOR/A DE PERSONAL GR1,7686344,01/01/2015,,8,08  SALUD,60,OSAKIDETZA Servicio vasco de salud,60131000,ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA,22/06/2016
RICARDO BORJA DE LA SOTA GALDIZ,SECRETARIO/A GENERAL,7371402,27/02/2013,,88,88  Otros Entes LEY 1/2014 de 26 de junio,205,Consejo de Relaciones Laborales,205010000,Consejo de Relaciones Laborales,30/11/2015
BORJA DE LA SOTA GALDIZ RICARDO,SECRETARIO/A GENERAL,7371402,27/02/2013,,88,88  Otros Entes LEY 1/2014 de 26 de junio,205,CRL Consejo de Relaciones Laborales,205010000,PRESIDENCIA,22/06/2016
