Apellidos, Nombre;Cargo Publico;"Retribuciones2014
Retribuciones2015";Fecha Inicio Relacion;Fecha Fin Relacion;Id_Dpto;Departamento;Id_Organo;Organo;Id_Centro_Organico;Centro Organico;Fecha Actualizacion
ARTECHE PALOMAR, EUGENIO;DIRECTOR/A;71.474,45;19/04/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7120000;DIRECCION DE REGIMEN JURIDICO, SERVICIOS Y PROCESOS ELECTORALES;30/11/2015
ARTECHE PALOMAR, EUGENIO;DIRECTOR/A;72.601,59;19/04/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7120000;DIRECCION DE REGIMEN JURIDICO, SERVICIOS Y PROCESOS ELECTORALES;22/06/2016
ARTOLAZABAL ALBENIZ, BEATRIZ;DIRECTOR/A DIVISION CORPORATIVA DE ECONOMICO-FINANCIERO;73.762,72;17/01/2013;06/07/2015;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60010000;DIRECCION GENERAL;30/11/2015
ARTOLAZABAL ALBENIZ, BEATRIZ;DIRECTOR/A DIVISION CORPORATIVA DE ECONOMICO-FINANCIERO;40.559,78;17/01/2013;06/07/2015;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60010000;DIRECCION GENERAL;22/06/2016
ASTIGARRAGA GOENAGA, Mª TERESA;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;72.163,17;04/03/2014;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;30/11/2015
ASTIGARRAGA GOENAGA, Mª TERESA;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;72.415,97;04/03/2014;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;22/06/2016
AURREKOETXEA BILBAO, MIREN ARANTZA;VICECONSEJERO/A;81.013,53;19/12/2012;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6200000;VICECONSEJERIA DE EDUCACION;30/11/2015
AURREKOETXEA BILBAO, MIREN ARANTZA;VICECONSEJERO/A;81.114,97;19/12/2012;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6200000;VICECONSEJERIA DE EDUCACION;22/06/2016
AUSIN UNZURRUNZAGA, JOSE ANTONIO;TITULAR ORGANO ADMINISTRATIVO;68.980,20;04/06/2011;;5;05 - HACIENDA Y FINANZAS;51;OARC, Organo Administrativo de Recursos Contractuales de la CAE;51000000;Organo Administrativo de Recursos Contractuales de la CAE;30/11/2015
AUSIN UNZURRUNZAGA, JOSE ANTONIO;TITULAR ORGANO ADMINISTRATIVO;73.385,68;04/06/2011;;5;05 - HACIENDA Y FINANZAS;51;OARC, Organo Administrativo de Recursos Contractuales de la CAE;51000000;ORGANO ADMINISTRATIVO DE RECURSOS CONTRACTUALES DE LA CAE;22/06/2016
AZCUE MUGICA, LEANDRO;DIRECTOR/A;67.087,04;04/01/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3430000;DIRECCION DE PESCA Y ACUICULTURA;30/11/2015
AZCUE MUGICA, LEANDRO;DIRECTOR/A;67.087,02;04/01/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3430000;DIRECCION DE PESCA Y ACUICULTURA;22/06/2016
AZKUE ARRASTOA, JOKIN;DIRECTOR/A;72.166,82;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6520000;DIRECCION DE PROMOCION DEL EUSKERA;30/11/2015
AZKUE ARRASTOA, JOKIN;DIRECTOR/A;73.084,37;10/01/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6520000;DIRECCION DE PROMOCION DEL EUSKERA;22/06/2016
BACIGALUPE ARTACHO, LAURA;DIRECTOR/A DE PERSONAL GR.3;62.833,52;01/11/2007;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60135000;ORGANIZACION SANITARIA INTEGRADA ALTO DEBA;30/11/2015
BACIGALUPE ARTACHO, LAURA;DIRECTOR/A DE PERSONAL GR.3;63.893,74;01/11/2007;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60135000;ORGANIZACION SANITARIA INTEGRADA ALTO DEBA;22/06/2016
BALLESTERO ZARRAGA, JOSEBA JULEN;DIRECTOR/A GERENTE GR.3;75.321,62;06/05/2014;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60124000;ORGANIZACION SANITARIA INTEGRADA BARAKALDO-SESTAO;30/11/2015
BALLESTERO ZARRAGA, JOSEBA JULEN;DIRECTOR/A GERENTE GR.3;76.580,28;06/05/2014;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60124000;ORGANIZACION SANITARIA INTEGRADA BARAKALDO-SESTAO;22/06/2016
BAÑOS LOINAZ, JUAN JOSE;DIRECTOR/A GENERAL;67.623,78;01/03/2013;;5;05 - HACIENDA Y FINANZAS;159;Itelazpi, S.A.;159010000;Itelazpi, S.A.;30/11/2015
BAÑOS LOINAZ, JUAN JOSE;DIRECTOR/A GENERAL;67.623,78;01/03/2013;;5;05 - HACIENDA Y FINANZAS;159;Itelazpi, S.A.;159010000;DIRECCION GENERAL / GERENCIA;22/06/2016
BAÑUELOS IBAÑEZ, JOSE IGNACIO;DIRECTOR/A;67.087,04;16/01/2013;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9110000;DIRECCION DE SERVICIOS;30/11/2015
BAÑUELOS IBAÑEZ, JOSE IGNACIO;DIRECTOR/A;67.087,02;16/01/2013;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9110000;DIRECCION DE SERVICIOS;22/06/2016
BARASORDA GOICOECHEA, JUAN MARIA;DIRECTOR/A;72.166,82;27/12/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2310000;DIRECCION DE FUNCION PUBLICA;30/11/2015
BARASORDA GOICOECHEA, JUAN MARIA;DIRECTOR/A;73.755,38;27/12/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2310000;DIRECCION DE FUNCION PUBLICA;22/06/2016
BARCALA ZUMELZU, RICARDO;VICECONSEJERO/A;78.673,83;25/04/2013;12/06/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4100000;VICECONSEJERIA DE EMPLEO Y TRABAJO;30/11/2015
BARCALA ZUMELZU, RICARDO;VICECONSEJERO/A;35.505,52;25/04/2013;12/06/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4100000;VICECONSEJERIA DE EMPLEO Y TRABAJO;22/06/2016
BARINAGA EREZUMA, MIGUEL EDUARDO;DIRECTOR/A DE ETB;34.253,00;23/07/2014;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;161;Euskal Telebista-Television Vasca, S.A.;161010000;Euskal Telebista-Television Vasca, S.A.;30/11/2015
BARINAGA EREZUMA, MIGUEL EDUARDO;DIRECTOR/A DE ETB;77.554,00;23/07/2014;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;161;Euskal Telebista-Television Vasca, S.A.;161010000;DIRECCION;22/06/2016
BARREDO MARTIN, AMAIA;DIRECTOR/A;67.087,04;25/04/2013;30/07/2015;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9220000;DIRECCION DE MEDIO NATURAL Y PLANIFICACION AMBIENTAL;30/11/2015
BARREDO MARTIN, AMAIA;DIRECTOR/A;38.962,15;25/04/2013;30/07/2015;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9220000;DIRECCION DE MEDIO NATURAL Y PLANIFICACION AMBIENTAL;22/06/2016
BARREIRO ASUMENDI, LUIS;DIRECTOR/A;67.087,04;19/04/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5010000;DIRECCION DE GABINETE Y COMUNICACION;30/11/2015
BARREIRO ASUMENDI, LUIS;DIRECTOR/A;67.184,62;19/04/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5010000;DIRECCION DE GABINETE Y COMUNICACION;22/06/2016
BARRENA SARACHAGA, Mª TERESA;DIRECTOR/A DE ENFERMERIA GR.1;70.562,27;04/04/2000;31/12/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60121000;ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;30/11/2015
BARRENA SARACHAGA, Mª TERESA;DIRECTOR/A DE ENFERMERIA GR.1;71.858,86;01/01/2015;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60121000;ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;22/06/2016
BARRUTIA LEGARRETA, JOSE MARIA;DIRECTOR/A;70.543,56;22/02/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5310000;DIRECCION DE ECONOMIA Y PLANIFICACION;30/11/2015
BARRUTIA LEGARRETA, JOSE MARIA;DIRECTOR/A;70.755,75;22/02/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5310000;DIRECCION DE ECONOMIA Y PLANIFICACION;22/06/2016
BASAÑEZ ALFONSO, IGNACIO;DIRECTOR/A;71.473,81;25/04/2013;;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4310000;DIRECCION DE VIVIENDA;30/11/2015
BASAÑEZ ALFONSO, IGNACIO;DIRECTOR/A;72.703,87;25/04/2013;;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4310000;DIRECCION DE VIVIENDA;22/06/2016
BASTERRA ALDEA, JUAN ANTONIO;ASESOR/A COORDINACION Y PLANIFICACION ESTRATEGICA;78.673,83;19/04/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3000000;CONSEJERIA;30/11/2015
BASTERRA ALDEA, JUAN ANTONIO;ASESOR/A COORDINACION Y PLANIFICACION ESTRATEGICA;78.764,93;19/04/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3000000;CONSEJERIA;22/06/2016
BAZACO ATUCHA, PEDRO LUIS;VICECONSEJERO/A;84.514,94;19/04/2013;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2100000;VICECONSEJERIA DE RELACIONES INSTITUCIONALES;30/11/2015
BAZACO ATUCHA, PEDRO LUIS;VICECONSEJERO/A;84.986,30;19/04/2013;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2100000;VICECONSEJERIA DE RELACIONES INSTITUCIONALES;22/06/2016
BAZTARRIKA GALPARSORO, PATXI XABIER;VICECONSEJERO/A;83.180,61;27/12/2012;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6500000;VICECONSEJERIA DE POLITICA LINGUISTICA;30/11/2015
BAZTARRIKA GALPARSORO, PATXI XABIER;VICECONSEJERO/A;83.220,38;27/12/2012;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6500000;VICECONSEJERIA DE POLITICA LINGUISTICA;22/06/2016
BEITIA RUIZ DE ARBULO, IÑAKI;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;72.163,17;04/03/2014;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;30/11/2015
BEITIA RUIZ DE ARBULO, IÑAKI;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;73.494,82;04/03/2014;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;22/06/2016
BELAUSTEGI ITUARTE, SUSANA;DIRECTOR/A DEL INSTITUTO VASCO DE INNOVACION SANITARIA;67.087,02;29/10/2013;;8;08 - SALUD;107;BIOEF, Fundacion Vasca de Innovacion e Investigacion Sanitarias;107000000;BIOEF, Fundacion Vasca de Innovacion e Investigacion Sanitarias;30/11/2015
BELAUSTEGI ITUARTE, SUSANA;DIRECTOR/A DEL INSTITUTO VASCO DE INVESTIGACION SANITARIA;67.780,72;29/10/2013;;8;08 - SALUD;107;BIOEF, Fundacion Vasca de Innovacion e Investigacion Sanitarias;107000000;DIRECCION GENERAL / GERENCIA;22/06/2016
BELDARRAIN SALABERRIA, YOLANDA;DIRECTOR/A GENERAL;86.674,00;15/03/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;141;SGECR, Sociedad Gestion del Capital Riesgo del Pais Vasco, S.A.;141010000;SGECR, Sociedad Gestion del Capital Riesgo del Pais Vasco, S.A.;30/11/2015
BELDARRAIN SALABERRIA, YOLANDA;DIRECTOR/A GENERAL;86.673,84;15/03/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;141;SGECR, Sociedad Gestion del Capital Riesgo del Pais Vasco, S.A.;141010000;DIRECCION GENERAL / GERENCIA;22/06/2016
BELOKI GUERRA, JULIAN;DIRECTOR/A;67.087,04;19/04/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7020000;DIRECCION DE COMUNICACION;30/11/2015
BELOKI GUERRA, JULIAN;DIRECTOR/A;67.087,02;19/04/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7020000;DIRECCION DE COMUNICACION;22/06/2016
BELTRAN DE HEREDIA ARRONIZ, ESTEFANIA;CONSEJERO/A DEL DEPARTAMENTO;86.930,06;17/12/2012;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7000000;CONSEJERIA;30/11/2015
BELTRAN DE HEREDIA ARRONIZ, ESTEFANIA;CONSEJERO/A DEL DEPARTAMENTO;87.056,52;17/12/2012;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7000000;CONSEJERIA;22/06/2016
BERASALUZE LAZKANO, IRUNE;DIRECTOR/A GENERAL;67.087,03;22/01/2013;;4;04 - EMPLEO Y POLITICAS SOCIALES;158;Alokabide, S.A.;158010000;Alokabide, S.A.;30/11/2015
BERASALUZE LAZKANO, IRUNE;DIRECTOR/A GENERAL;67.087,03;22/01/2013;;4;04 - EMPLEO Y POLITICAS SOCIALES;158;Alokabide, S.A.;158010000;DIRECCION GENERAL / GERENCIA;22/06/2016
BERMUDEZ HERNANDEZ, BLAS;ASESOR/A EN COMUNICACIONES;67.087,04;11/02/2013;09/02/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4000000;CONSEJERIA;30/11/2015
BERMUDEZ HERNANDEZ, BLAS;ASESOR/A EN COMUNICACIONES;67.087,02;11/02/2013;09/02/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4000000;CONSEJERIA;22/06/2016
BERMUDEZ HERNANDEZ, BLAS;ASESOR/A EN COMUNICACIONES;67.087,02;10/02/2015;;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4000000;CONSEJERIA;22/06/2016
BERNARDO URQUIJO, JUAN IGNACIO;DIRECTOR/A;67.087,04;19/12/2012;22/10/2015;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1010000;DIRECCION DE COMUNICACION;30/11/2015
BERNARDO URQUIJO, JUAN IGNACIO;DIRECTOR/A;54.373,51;19/12/2012;22/10/2015;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1010000;DIRECCION DE COMUNICACION;22/06/2016
BERNARDO URQUIJO, JUAN IGNACIO;ASESOR/A DE LA SECRETARIA GENERAL DE PRESIDENCIA;12.798,09;23/10/2015;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1100000;SECRETARIA GENERAL DE LA PRESIDENCIA;22/06/2016
BERRAONDO ZABALEGUI, IGNACIO;DIRECTOR/A;73.295,66;10/01/2013;04/05/2015;8;08 - SALUD;8;Departamento de Salud;8120000;DIRECCION DE ASEGURAMIENTO Y CONTRATACION SANITARIA;30/11/2015
BERRAONDO ZABALEGUI, IGNACIO;DIRECTOR/A;24.431,88;10/01/2013;04/05/2015;8;08 - SALUD;8;Departamento de Salud;8120000;DIRECCION DE ASEGURAMIENTO Y CONTRATACION SANITARIA;22/06/2016
BERRAONDO ZABALEGUI, IGNACIO JESUS;DIRECTOR/A;48.863,76;05/05/2015;;8;08 - SALUD;8;Departamento de Salud;8150000;DIRECCION DE PLANIFICACION, ORDENACION Y EVALUACION SANITARIA;22/06/2016
BERRIOZABAL AZPITARTE, ROMAN VALENTIN;ASESOR/A PLANIFICACION E INNOVACION SANITARIA;71.766,44;06/05/2013;;8;08 - SALUD;8;Departamento de Salud;8000000;CONSEJERIA;30/11/2015
BERRIOZABAL AZPITARTE, ROMAN VALENTIN;ASESOR/A PLANIFICACION E INNOVACION SANITARIA;72.718,82;06/05/2013;;8;08 - SALUD;8;Departamento de Salud;8000000;CONSEJERIA;22/06/2016
BETOLAZA SAN MIGUEL, JON IÑAKI;DIRECTOR/A;72.166,82;10/01/2013;;8;08 - SALUD;8;Departamento de Salud;8130000;DIRECCION DE FARMACIA;30/11/2015
BETOLAZA SAN MIGUEL, JON IÑAKI;DIRECTOR/A;73.686,30;10/01/2013;;8;08 - SALUD;8;Departamento de Salud;8130000;DIRECCION DE FARMACIA;22/06/2016
BIKANDI IRAZABAL, JAVIER;DIRECTOR/A;67.087,04;19/04/2013;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2330000;DIRECCION DE ATENCION A LA CIUDADANIA E INNOVACION Y MEJORA DE LA ADMINISTRACION;30/11/2015
BIKANDI IRAZABAL, JAVIER;DIRECTOR/A;67.087,02;19/04/2013;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;2;Departamento de Administracion Publica y Justicia;2330000;DIRECCION DE ATENCION A LA CIUDADANIA E INNOVACION Y MEJORA DE LA ADMINISTRACION;22/06/2016
BILBAO ELGUEZABAL, LEYRE;DIRECTOR/A;67.087,04;25/04/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3110000;DIRECCION DE TECNOLOGIA Y ESTRATEGIA;30/11/2015
BILBAO ELGUEZABAL, LEYRE;DIRECTOR/A;67.087,02;25/04/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;3;Departamento de Desarrollo Economico y Competitividad;3110000;DIRECCION DE TECNOLOGIA Y ESTRATEGIA;22/06/2016
BILBAO GARAY, JUAN MIGUEL;VICECONSEJERO/A;83.353,23;19/04/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5400000;VICECONSEJERIA DE HACIENDA Y POLITICA FINANCIERA;30/11/2015
BILBAO GARAY, JUAN MIGUEL;VICECONSEJERO/A;83.592,80;19/04/2013;;5;05 - HACIENDA Y FINANZAS;5;Departamento de Hacienda y Finanzas;5400000;VICECONSEJERIA DE HACIENDA Y POLITICA FINANCIERA;22/06/2016
BLASCO ALTUNA, JOSE ANDRES;VICECONSEJERO/A;46.371,67;13/06/2015;;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4100000;VICECONSEJERIA DE EMPLEO Y TRABAJO;22/06/2016
BORONAT ELIZALDE, MARCO;DIRECTOR/A;2.348,08;19/12/2014;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9320000;DIRECCION DE PLANIFICACION DEL TRANSPORTE;30/11/2015
BORONAT ELIZALDE, MARCO;DIRECTOR/A;69.435,10;19/12/2014;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9320000;DIRECCION DE PLANIFICACION DEL TRANSPORTE;22/06/2016
BOTO BASTEGIETA, ALEXANDER;DIRECTOR/A;28.124,87;31/07/2015;;9;09 - MEDIO AMBIENTE Y POLITICA TERRITORIAL;9;Departamento de Medio Ambiente y Politica Territorial;9220000;DIRECCION DE MEDIO NATURAL Y PLANIFICACION AMBIENTAL;22/06/2016
BUJANDA ARIZMENDI, JOSE MANUEL;DIRECTOR/A;73.210,36;25/04/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6010000;DIRECCION DE GABINETE DE LA CONSEJERA O CONSEJERO;30/11/2015
BUJANDA ARIZMENDI, JOSE MANUEL;DIRECTOR/A;73.982,78;25/04/2013;;6;06 - EDUCACION, POLITICA LINGUISTICA Y CULTURA;6;Departamento de Educacion, Politica Linguistica y Cultura;6010000;DIRECCION DE GABINETE DE LA CONSEJERA O CONSEJERO;22/06/2016
BURZAKO SAMPER, MIKEL;DIRECTOR/A;67.087,04;01/02/2013;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1130000;DIRECCION DE COORDINACION;30/11/2015
BURZAKO SAMPER, MIKEL;DIRECTOR/A;67.087,02;01/02/2013;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1130000;DIRECCION DE COORDINACION;22/06/2016
BUSTINDUY BASCARAN, ANA JESUS;DIRECTOR/A DE INTEGRACION ASISTENCIAL GR.1;78.993,38;01/01/2015;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60131000;ORGANIZACION SANITARIA INTEGRADA DONOSTIALDEA;22/06/2016
BUSTINDUY BASCARAN, ANA JESUS;DIRECTOR/A MEDICO ATENCION PRIMARIA;67.495,93;18/10/2010;31/12/2014;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60137000;ORGANIZACION SANITARIA INTEGRADA TOLOSALDEA;30/11/2015
CABALLERO BARTUREN, ANDER;DELEGADO/A;125.452,79;19/04/2013;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1270000;DELEGACION DE EUSKADI EN ESTADOS UNIDOS;30/11/2015
CABALLERO BARTUREN, ANDER;DELEGADO/A;126.347,26;19/04/2013;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1270000;DELEGACION DE EUSKADI EN ESTADOS UNIDOS;22/06/2016
CALONGE CRESPO, IÑAKI;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;71.598,74;30/11/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;30/11/2015
CALONGE CRESPO, IÑAKI;VOCAL COMISION JURIDICA ASESORA DE EUSKADI;71.598,74;30/11/2012;;2;02 - ADMINISTRACION PUBLICA Y JUSTICIA;49;COJUAE, Comision Juridica Asesora de Euskadi;49000000;COMISION JURIDICA ASESORA DE EUSKADI;22/06/2016
CALVO AGUIRRE, ANA ISABEL;DIRECTOR/A DE COORDINACION ASISTENCIAL AREA MEDICA GR.3;66.443,96;01/02/2014;;8;08 - SALUD;60;OSAKIDETZA - Servicio vasco de salud;60132000;ORGANIZACION SANITARIA INTEGRADA GOIERRI-ALTO UROLA;30/11/2015
CALVO AGUIRRE, ANA ISABEL;DIRECTOR/A DE COORDINACION ASISTENCIAL AREA MEDICA GR.3;73.211,28;01/02/2014;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60132000;ORGANIZACION SANITARIA INTEGRADA GOIERRI-ALTO UROLA;22/06/2016
CAMINO GARCIA, Mª GUADALUPE;DIRECTOR/A;72.871,76;19/04/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7110000;DIRECCION DE GESTION ECONOMICA Y RECURSOS GENERALES;30/11/2015
CAMINO GARCIA, Mª GUADALUPE;DIRECTOR/A;74.389,47;19/04/2013;;7;07 - SEGURIDAD;7;Departamento de Seguridad;7110000;DIRECCION DE GESTION ECONOMICA Y RECURSOS GENERALES;22/06/2016
CAMPAYO PEREZ, JUAN MIGUEL;DIRECTOR/A DE INTEGRACION ASISTENCIAL GR.1;78.049,54;01/01/2015;;8;08 - SALUD;60;OSAKIDETZA, Servicio vasco de salud;60121000;ORGANIZACION SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;22/06/2016
CANEDO ARRILLAGA, Mª PILAR;PRESIDENTE/A AUTORIDAD VASCA DE LA COMPETENCIA;78.673,83;17/07/2012;;5;05 - HACIENDA Y FINANZAS;54;Autoridad Vasca de la Competencia;54100000;PRESIDENCIA;30/11/2015
CANEDO ARRILLAGA, Mª PILAR;PRESIDENTE/A AUTORIDAD VASCA DE LA COMPETENCIA;78.673,84;17/07/2012;;5;05 - HACIENDA Y FINANZAS;54;Autoridad Vasca de la Competencia;54100000;PRESIDENCIA;22/06/2016
CARLOS DE BERGARA ETXEZARRETA, FRANCISCO JAVIER;ASESOR/A DE POLITICAS SOCIALES;33.913,97;13/06/2015;01/11/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;4;Departamento de Empleo y Politicas Sociales;4000000;CONSEJERIA;22/06/2016
CARLOS DE BERGARA ETXEZARRETA, FRANCISCO JAVIER;DIRECTOR/A;72.523,82;25/01/2013;12/06/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;53;LANBIDE, Servicio Vasco de Empleo;53110000;DIRECCION DE SERVICIOS GENERALES;30/11/2015
CARLOS DE BERGARA ETXEZARRETA, FRANCISCO JAVIER;DIRECTOR/A;28.483,46;25/01/2013;12/06/2015;4;04 - EMPLEO Y POLITICAS SOCIALES;53;LANBIDE, Servicio Vasco de Empleo;53110000;DIRECCION DE SERVICIOS GENERALES;22/06/2016
CASTILLA ALBISU, JUAN MANUEL;DIRECTOR/A;58.514,81;17/02/2014;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1110000;DIRECCION DE GABINETE DE ESTUDIOS;30/11/2015
CASTILLA ALBISU, JUAN MANUEL;DIRECTOR/A;8.572,23;19/04/2013;16/02/2014;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1110000;DIRECCION DE GABINETE DE ESTUDIOS;30/11/2015
CASTILLA ALBISU, JUAN MANUEL;DIRECTOR/A;67.171,60;17/02/2014;;1;01 - LEHENDAKARITZA;1;Lehendakaritza;1110000;DIRECCION DE GABINETE DE ESTUDIOS;22/06/2016
CORRES ABASOLO, JOSE MIGUEL;DIRECTOR/A GENERAL;79.785,34;21/02/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;137;Parque Tecnologico-Teknologi Elkartegia, S.A.;137010000;Parque Tecnologico-Teknologi Elkartegia, S.A.;30/11/2015
CORRES ABASOLO, JOSE MIGUEL;DIRECTOR/A GENERAL;87.544,58;21/02/2013;;3;03 - DESARROLLO ECONOMICO Y COMPETITIVIDAD;137;Parque Tecnologico-Teknologi Elkartegia, S.A.;137010000;DIRECCION GENERAL / GERENCIA;22/06/2016
